Year MonthOfYear DayOfMonth HourOfDay(UTC) DayOfYear DayOfCentury AirPressure(hPa) AirTemperature(C) AirTemperatureHygroClip(C) RelativeHumidity_wrtWater(%) RelativeHumidity(%) WindSpeed(m/s) WindDirection(d) ShortwaveRadiationDown(W/m2) ShortwaveRadiationDown_Cor(W/m2) ShortwaveRadiationUp(W/m2) ShortwaveRadiationUp_Cor(W/m2) Albedo_theta<70d LongwaveRadiationDown(W/m2) LongwaveRadiationUp(W/m2) CloudCover SurfaceTemperature(C) HeightSensorBoom(m) HeightStakes(m) DepthPressureTransducer(m) DepthPressureTransducer_Cor(m) IceTemperature1(C) IceTemperature2(C) IceTemperature3(C) IceTemperature4(C) IceTemperature5(C) IceTemperature6(C) IceTemperature7(C) IceTemperature8(C) TiltToEast(d) TiltToNorth(d) TimeGPS(hhmmssUTC) LatitudeGPS((dd)mm.mmmmm) LongitudeGPS((dd)mm.mmmmm) ElevationGPS(m) HorDilOfPrecGPS LoggerTemperature(C) FanCurrent(mA) BatteryVoltage(V)
2016 9 20 17 -999 -999 921 -7.74 -47.95 100.5 93.2 16.27 117.6 175.6 -999 128.3 -999 -999 274.3 281.4 -999 -999 2.181 1.262 10.194 -999 -3.05 -3.59 -3.09 -4.28 -2.39 -6.31 -7.47 -10.11 .5 -5.71 -999 -999 -999 760.1 .7 -999 147 13.5
2016 9 20 18 -999 -999 921 -7.66 -47.86 100.8 93.6 16.19 117.6 127.3 -999 92.9 -999 -999 273.2 281.7 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 20 19 -999 -999 921 -7.71 -47.88 100.9 93.6 16.14 118.3 126.7 -999 91.4 -999 -999 272.8 281.7 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 20 21 -999 -999 921 -8.1 -48.31 102.1 94.4 16.49 111.5 22 -999 16.8 -999 -999 276.4 279.9 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 20 23 -999 -999 921 -8.75 -48.99 103.1 94.7 17.12 112.3 .1 -999 .3 -999 -999 275.8 277.2 -999 -999 2.352 1.385 10.194 -999 -3.13 -3.64 -3.12 -4.29 -2.39 -6.31 -7.47 -10.12 .55 -3.25 -999 -999 -999 765 .7 -999 136 13.07
2016 9 21 1 -999 -999 919 -9.33 -49.61 103.5 94.5 18.08 111.3 -.6 -999 -.4 -999 -999 271.2 274.6 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 21 2 -999 -999 919 -9.24 -49.49 103.5 94.6 18.2 113 -.6 -999 -.3 -999 -999 274.1 275 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 21 3 -999 -999 918 -9.09 -49.36 103.3 94.6 18.96 114.8 -.6 -999 -.5 -999 -999 274.3 275.5 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 21 4 -999 -999 917 -8.61 -48.89 102.9 94.6 19.74 119.9 -.6 -999 -.5 -999 -999 272.8 277.2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 21 5 -999 -999 916 -8 -48.3 103.3 95.6 21.08 122.5 -.5 -999 -.5 -999 -999 275.3 279.6 -999 -999 0 1.322 10.18 -999 -3.21 -3.69 -3.17 -4.32 -2.38 -6.32 -7.45 -10.1 -1.33 3.16 -999 -999 -999 761.4 .8 -999 150 12.67
2016 9 21 6 -999 -999 916 -7.65 -47.9 103.4 96 20.28 122.5 -.6 -999 -.5 -999 -999 276.1 281.3 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 21 7 -999 -999 916 -7.39 -47.68 103.2 96.1 19.94 119 -.5 -999 -.4 -999 -999 277.1 282.2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 21 8 -999 -999 917 -7.32 -47.59 103 95.9 18.94 119.5 -.4 -999 -.3 -999 -999 276.8 282.6 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 21 9 -999 -999 917 -7.22 -47.48 102.8 95.8 17.89 119.6 1 -999 .8 -999 -999 279.3 283.1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 21 11 -999 -999 917 -6.88 -47.12 102.3 95.7 16.17 115 38.9 -999 29.7 -999 -999 280.9 284.8 -999 -999 2.284 1.281 10.191 -999 -3.21 -3.72 -3.18 -4.33 -2.4 -6.3 -7.46 -10.09 3.21 -.47 -999 -999 -999 764.3 .8 -999 133 12.69
2016 9 21 12 -999 -999 917 -6.96 -47.16 102.1 95.4 16.02 117.2 73.8 -999 56.2 -999 -999 280.1 284.6 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 21 14 -999 -999 916 -6.63 -46.81 100.9 94.6 17.76 114.6 193.6 -999 146 -999 -999 282 286.2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 21 15 -999 -999 915 -6.26 -46.47 101.9 95.9 18.37 113 143.4 -999 109.1 -999 -999 284.5 287.7 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 21 16 -999 -999 915 -5.85 -46.09 102.9 97.2 18.37 110.3 128.5 -999 98 -999 -999 286.8 289.5 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 21 17 -999 -999 915 -5.75 -45.98 102.9 97.3 17.67 108 127.9 -999 97.5 -999 -999 286.8 290 -999 -999 2.162 1.204 10.189 -999 -3.26 -3.77 -3.21 -4.36 -2.41 -6.3 -7.45 -10.09 .29 1.94 -999 -999 -999 760.5 1 -999 139 13.32
2016 9 21 18 -999 -999 915 -5.69 -45.9 102.4 96.9 17.69 108.7 120.4 -999 92 -999 -999 287 290.4 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 21 19 -999 -999 915 -5.67 -45.9 103.1 97.6 17.86 110.1 100.7 -999 76.7 -999 -999 287.3 290.4 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 21 21 -999 -999 916 -5.95 -46.21 102.7 96.9 16.56 108.3 30.5 -999 23 -999 -999 284.3 288.9 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 21 22 -999 -999 916 -6.08 -46.33 102.5 96.6 14.75 110.3 11.3 -999 8.6 -999 -999 274 288.1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 21 23 -999 -999 917 -5.8 -46.06 102.3 96.7 12.39 108.9 .2 -999 .6 -999 -999 279.3 289.2 -999 -999 2.239 1.183 10.201 -999 -3.32 -3.82 -3.24 -4.36 -2.41 -6.3 -7.44 -10.08 1.06 .64 -999 -999 -999 764.3 .9 -999 129 13.02
2016 9 22 0 -999 -999 917 -5.74 -45.96 103.1 97.5 10.57 100.9 -.4 -999 0 -999 -999 281.7 289.5 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 22 1 -999 -999 918 -5.47 -45.75 102.5 97.2 9.7 101 -.2 -999 0 -999 -999 284.7 290.4 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 22 2 -999 -999 918 -5.32 -45.56 104.2 99 8.39 102.6 0 -999 0 -999 -999 286.8 291.2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 22 3 -999 -999 918 -5.2 -45.41 105.1 99.9 6.93 105.6 0 -999 0 -999 -999 285.9 291.7 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 22 4 -999 -999 918 -5.12 -45.32 105 99.9 6.46 107.2 -.1 -999 0 -999 -999 282.3 291.9 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 22 5 -999 -999 919 -5 -45.21 104.9 99.9 5.79 101.3 0 -999 0 -999 -999 287.8 292.7 -999 -999 2.186 1.137 10.202 -999 -3.35 -3.86 -3.27 -4.38 -2.43 -6.29 -7.43 -10.08 1.51 0 -999 -999 -999 763.6 .7 -999 128 12.67
2016 9 22 6 -999 -999 920 -4.92 -45.13 104.8 99.9 4.29 102.3 0 -999 0 -999 -999 290 293.1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 22 7 -999 -999 921 -4.87 -45.1 104.7 99.9 3.39 101.5 -.4 -999 0 -999 -999 288.3 293.2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 22 8 -999 -999 921 -4.79 -45 104.7 99.9 2.96 99.5 -.2 -999 0 -999 -999 290.3 293.6 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 22 9 -999 -999 922 -4.8 -44.97 104.7 99.9 2.49 110.2 -.1 -999 1.4 -999 -999 279 293.1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 22 11 -999 -999 923 -4.95 -45.15 104.8 99.9 3.19 122.3 30.5 -999 24.7 -999 -999 278.5 292.5 -999 -999 2.205 1.147 10.196 -999 -3.38 -3.89 -3.31 -4.41 -2.42 -6.3 -7.43 -10.07 1.56 -.97 -999 -999 -999 761.1 .8 -999 128 12.7
2016 9 22 13 -999 -999 923 -4.68 -44.84 104.5 99.9 3.77 123.9 72.2 -999 58.5 -999 -999 287 294.7 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 22 14 -999 -999 923 -4.82 -44.88 104.7 99.9 3.8 121 98.1 -999 78.7 -999 -999 275.7 293.5 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 22 15 -999 -999 924 -4.63 -44.67 104.5 99.9 4.15 119.1 144.3 -999 108 -999 -999 278.6 294.3 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 22 16 -999 -999 924 -4.51 -44.54 104.3 99.8 4.32 122.2 181.1 -999 132.7 -999 -999 284.4 295.3 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 22 17 -999 -999 924 -4.59 -44.59 102.1 97.7 6.8 115.8 170 -999 115.8 -999 -999 275.1 294.2 -999 -999 2.204 1.143 10.217 -999 -3.39 -3.92 -3.35 -4.42 -2.43 -6.3 -7.43 -10.06 .86 -1.66 -999 -999 -999 766.9 1 -999 145 14.02
2016 9 22 18 -999 -999 924 -4.46 -44.57 100.7 96.4 7.05 115.8 135 -999 94.1 -999 -999 277.6 293.9 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 22 19 -999 -999 925 -4.38 -44.48 100.6 96.4 7.46 110 136.6 -999 88.8 -999 -999 268.8 294.1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 22 20 -999 -999 925 -4.7 -44.76 100.6 96.1 8.83 110.1 150.6 -999 89.7 -999 -999 253.4 292.2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 22 21 -999 -999 925 -4.81 -45 101.4 96.8 8.47 106.8 56.1 -999 39.2 -999 -999 251.2 291 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 22 22 -999 -999 925 -5.17 -45.38 102.6 97.6 8 106.1 7.7 -999 8.1 -999 -999 237.9 288 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 22 23 -999 -999 925 -5.34 -45.6 103.7 98.5 6.69 107.1 -2.3 -999 .8 -999 -999 244.3 286.6 -999 -999 2.204 1.141 10.207 -999 -3.43 -3.95 -3.39 -4.44 -2.43 -6.3 -7.42 -10.06 1.59 .05 -999 -999 -999 763.7 .8 -999 141 13.46
2016 9 23 0 -999 -999 925 -5.84 -46.05 105.7 99.9 5.65 105.7 -2.5 -999 .4 -999 -999 247.7 284.3 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 23 1 -999 -999 925 -6.11 -46.35 105.7 99.6 4.75 94.6 -3.4 -999 .7 -999 -999 247.6 281.7 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 23 2 -999 -999 925 -7.17 -47.39 100.3 93.6 3.67 95.8 -4.7 -999 .2 -999 -999 238.8 275.1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 23 4 -999 -999 924 -8.08 -48.36 90.6 83.8 2.5 85.2 -3.9 -999 1.1 -999 -999 236.2 266.8 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 23 5 -999 -999 924 -7.13 -47.53 80.6 75.2 2.8 70.5 -4.1 -999 1.3 -999 -999 232.3 263.9 -999 -999 2.214 1.15 10.196 -999 -3.44 -3.96 -3.41 -4.45 -2.46 -6.3 -7.41 -10.07 1.47 -.43 -999 -999 -999 763.7 .8 -999 123 12.84
2016 9 23 6 -999 -999 924 -9.36 -49.71 88.6 80.9 5.31 73.6 -3.8 -999 .6 -999 -999 223.7 264 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 23 7 -999 -999 924 -8.62 -49.06 80.3 73.9 5.92 72.9 -4.6 -999 .8 -999 -999 221.7 266.8 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 23 8 -999 -999 924 -8.34 -48.77 73.4 67.7 5.97 77.4 -4.9 -999 1.1 -999 -999 212.4 267.3 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 23 9 -999 -999 924 -7.3 -47.75 63 58.7 5.72 77.7 -4.4 -999 2.3 -999 -999 199.3 268.9 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 23 10 -999 -999 924 -6.42 -46.89 52.6 49.4 5.23 73.1 2.6 -999 8.8 -999 -999 192 270.2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 23 11 -999 -999 924 -5.62 -46.17 47 44.5 5.09 70.2 41.7 -999 24 -999 -999 192.7 272.1 -999 -999 2.212 1.152 10.196 -999 -3.45 -3.99 -3.45 -4.48 -2.46 -6.29 -7.41 -10.05 1.55 -.03 -999 -999 -999 755 .8 -999 130 12.83
2016 9 23 12 -999 -999 924 -5.21 -45.59 42.6 40.5 4.99 68.4 102.4 -999 59.3 -999 -999 193.7 274.7 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 23 13 -999 -999 923 -6.24 -46.52 49.9 46.9 5.6 68.9 184.8 -999 100.5 -999 -999 193.2 274.9 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 23 14 -999 -999 923 -5.78 -46.04 50.6 47.9 5.68 76 237.5 -999 138.1 -999 -999 193.5 278.1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 23 15 -999 -999 923 -4.96 -45.15 49.3 47 5.44 70.4 267.8 -999 166.9 -999 -999 193.3 281.9 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 23 16 -999 -999 923 -4.03 -44.27 41.1 39.5 5.15 70.4 282.3 -999 183.1 -999 -999 193 284.2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 23 17 -999 -999 923 -3.25 -43.45 32.3 31.3 4.78 67.6 264.7 -999 183.7 -999 -999 193.2 286.3 -999 -999 2.211 1.155 10.196 -999 -3.47 -4.01 -3.46 -4.5 -2.46 -6.3 -7.4 -10.05 1.45 -.29 -999 -999 -999 763.4 .8 -999 150 14.58
2016 9 23 18 -999 -999 923 -3.35 -43.54 33.1 32 4.95 70.3 227.5 -999 169 -999 -999 192.9 285.7 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 23 19 -999 -999 923 -2.65 -42.87 28.9 28.1 4.97 67.8 172.5 -999 139.7 -999 -999 193.2 286.1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 23 20 -999 -999 923 -3.29 -43.29 28.2 27.3 4.79 63.1 105.9 -999 97.4 -999 -999 193.3 284.4 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 23 21 -999 -999 923 -4.47 -44.7 36.1 34.6 6.06 77.2 45.9 -999 51.4 -999 -999 193.9 279.7 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 23 22 -999 -999 923 -1.73 -42.13 20.7 20.3 5.01 75.5 3.4 -999 6.9 -999 -999 193.6 280.4 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 23 23 -999 -999 924 -1.04 -41.28 15.7 15.5 3.03 58.1 -5 -999 -1.1 -999 -999 192.9 279.3 -999 -999 2.212 1.162 10.196 -999 -3.51 -4.03 -3.49 -4.52 -2.46 -6.3 -7.4 -10.03 1.43 -.2 -999 -999 -999 761.5 1 -999 140 13.6
2016 9 24 0 -999 -999 924 -3.66 -43.82 28.1 27.2 3.86 60.9 -4.5 -999 -.8 -999 -999 190.5 274.4 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 24 1 -999 -999 923 -5.74 -45.96 40.7 38.5 6.77 71.7 -3.7 -999 -.3 -999 -999 192.1 273.9 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 24 2 -999 -999 924 -3.83 -44.28 29.6 28.5 5.97 68.8 -2.7 -999 .4 -999 -999 197 277.1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 24 3 -999 -999 924 -4.83 -45.02 33.3 31.8 5.98 69.3 -3.7 -999 -.8 -999 -999 200.2 276.5 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 24 4 -999 -999 924 -4.05 -44.54 30.1 29 5.67 69.5 -2.9 -999 -.1 -999 -999 203 277 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 24 5 -999 -999 924 -2.84 -43.14 22.8 22.2 5.15 70.2 -2.8 -999 0 -999 -999 203.4 279.8 -999 -999 2.212 1.165 10.196 -999 -3.54 -4.06 -3.52 -4.53 -2.48 -6.3 -7.39 -10.03 1.63 .04 -999 -999 -999 773 .8 -999 126 12.91
2016 9 24 6 -999 -999 924 -2.4 -42.71 20.3 19.8 4.41 67.2 -3.7 -999 -.5 -999 -999 198.9 278.8 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 24 7 -999 -999 924 -.87 -41.21 14.4 14.3 3.81 73.1 -3.3 -999 -.2 -999 -999 199.7 279.5 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 24 8 -999 -999 924 -.38 -40.75 12.8 12.8 2.07 71.7 -4.1 -999 -.2 -999 -999 199.2 277.6 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 24 9 -999 -999 925 -.81 -41.21 14.6 14.5 2.65 75.5 -.4 -999 1.1 -999 -999 211.9 277.9 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 24 10 -999 -999 925 -.95 -41.27 15.3 15.2 2.49 75.5 6.3 -999 6.6 -999 -999 201.3 277.6 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 24 11 -999 -999 925 -1.31 -41.72 16.1 15.9 2.39 80.6 54.1 -999 21.1 -999 -999 201.2 275.2 -999 -999 2.217 1.17 10.207 -999 -3.58 -4.11 -3.54 -4.56 -2.48 -6.29 -7.39 -10.03 1.37 .21 -999 -999 -999 756.3 1.4 -999 134 12.86
2016 9 24 12 -999 -999 925 -1.17 -41.43 15.7 15.5 2.21 84 135 -999 57 -999 -999 205.4 278.9 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 24 13 -999 -999 925 -1.25 -41.33 16.5 16.3 2.22 106.6 186.6 -999 89.7 -999 -999 202.6 280.6 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 24 14 -999 -999 926 -1.4 -41.57 19.3 19.1 2.19 95.9 236.2 -999 126.7 -999 -999 202.3 282.1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 24 15 -999 -999 925 -1.22 -41.37 17.5 17.3 3.69 98.3 268.6 -999 158.8 -999 -999 206.4 285.1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 24 16 -999 -999 925 -2.53 -42.49 24.4 23.8 2.47 56.2 271.6 -999 175.5 -999 -999 213.3 288 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 24 17 -999 -999 925 -2.84 -42.85 25.9 25.2 2.19 51.7 230.3 -999 160.8 -999 -999 217.4 287.4 -999 -999 2.21 1.162 10.207 -999 -3.63 -4.14 -3.56 -4.58 -2.48 -6.29 -7.38 -10.03 1.39 -.16 -999 -999 -999 767.1 .8 -999 151 14.47
2016 9 24 18 -999 -999 925 -3.55 -43.68 31 30 3.05 59.4 134.1 -999 98.6 -999 -999 242.7 285.8 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 24 19 -999 -999 925 -3.59 -43.84 41.4 40 3.84 76.6 99.4 -999 72.1 -999 -999 271.2 289.3 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 24 20 -999 -999 925 -.77 -40.99 28.7 28.5 1.67 104.7 135.6 -999 114.8 -999 -999 240.4 296.2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 24 21 -999 -999 926 -2.67 -42.69 29.4 28.6 1.36 119.3 34.1 -999 36.1 -999 -999 218.6 284.9 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 24 22 -999 -999 925 -3.93 -44.35 41.5 40 5.64 103.1 1.4 -999 2.8 -999 -999 221.4 280.8 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 24 23 -999 -999 925 -2.35 -42.74 33.1 32.4 4.16 106.4 -1.8 -999 .5 -999 -999 226.4 284 -999 -999 2.21 1.166 10.207 -999 -3.69 -4.19 -3.6 -4.59 -2.5 -6.3 -7.38 -10.03 1.35 -.19 -999 -999 -999 762.9 1 -999 143 13.57
