Year MonthOfYear DayOfMonth HourOfDay(UTC) DayOfYear DayOfCentury AirPressure(hPa) AirTemperature(C) AirTemperatureHygroClip(C) RelativeHumidity_wrtWater(%) RelativeHumidity(%) WindSpeed(m/s) WindDirection(d) ShortwaveRadiationDown(W/m2) ShortwaveRadiationDown_Cor(W/m2) ShortwaveRadiationUp(W/m2) ShortwaveRadiationUp_Cor(W/m2) Albedo_theta<70d LongwaveRadiationDown(W/m2) LongwaveRadiationUp(W/m2) CloudCover SurfaceTemperature(C) HeightSensorBoom(m) HeightStakes(m) DepthPressureTransducer(m) DepthPressureTransducer_Cor(m) IceTemperature1(C) IceTemperature2(C) IceTemperature3(C) IceTemperature4(C) IceTemperature5(C) IceTemperature6(C) IceTemperature7(C) IceTemperature8(C) TiltToEast(d) TiltToNorth(d) TimeGPS(hhmmssUTC) LatitudeGPS((dd)mm.mmmmm) LongitudeGPS((dd)mm.mmmmm) ElevationGPS(m) HorDilOfPrecGPS LoggerTemperature(C) FanCurrent(mA) BatteryVoltage(V)
2016 9 25 2 -999 -999 925 -5.62 -45.75 50.5 47.8 6.18 98.9 -3.1 -999 -.8 -999 -999 217.2 277.8 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 25 3 -999 -999 925 -5.02 -45.38 49.2 46.8 6.26 100.9 -2.4 -999 -.1 -999 -999 213.9 278.4 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 25 4 -999 -999 924 -5.26 -45.56 50.9 48.4 6.57 101.3 -2.7 -999 -.3 -999 -999 214.2 278.6 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 25 5 -999 -999 924 -5.29 -45.56 51 48.4 6.37 99.4 -2.5 -999 -.1 -999 -999 218.3 278.8 -999 -999 2.207 1.16 10.217 -999 -3.75 -4.24 -3.63 -4.61 -2.51 -6.3 -7.38 -10.01 1.16 -.16 -999 -999 -999 772.7 .7 -999 130 12.89
2016 9 25 6 -999 -999 925 -2.8 -43.33 36.3 35.3 5.29 103 -2 -999 .4 -999 -999 213.8 281.3 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 25 7 -999 -999 924 -.52 -40.96 24.5 24.4 3.99 109.8 -2.5 -999 -.2 -999 -999 218.5 283.7 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 25 8 -999 -999 924 -2.66 -42.87 36.1 35.2 5.24 105.3 -2.4 -999 -1.2 -999 -999 242 286.3 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 25 11 -999 -999 925 -4.93 -45.09 58.8 56.1 8.4 98.6 75.1 -999 40.2 -999 -999 240.2 285.9 -999 -999 2.207 1.158 10.207 -999 -3.8 -4.28 -3.66 -4.62 -2.51 -6.29 -7.37 -10.01 1.69 -.25 -999 -999 -999 760.9 .7 -999 135 12.85
2016 9 25 12 -999 -999 924 -3.95 -44.08 55.5 53.4 8.82 99.2 96.3 -999 59.7 -999 -999 256.2 290.9 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 25 13 -999 -999 924 -4.18 -44.3 59 56.7 10.17 97 107.6 -999 74.7 -999 -999 261.9 291.1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 25 14 -999 -999 924 -4.46 -44.53 61.6 59 10.83 102.3 134 -999 93.6 -999 -999 257 290.9 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 25 15 -999 -999 924 -5.21 -45.27 67.3 64 11.64 102.4 212.7 -999 139.8 -999 -999 245.2 288.6 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 25 16 -999 -999 924 -5.12 -45.19 65.4 62.2 11.51 104.8 197.3 -999 132 -999 -999 231.1 288 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 25 17 -999 -999 924 -5.32 -45.4 67.2 63.8 11.9 105.2 168.5 -999 117.3 -999 -999 232 287.4 -999 -999 2.213 1.161 10.207 -999 -3.85 -4.33 -3.69 -4.63 -2.52 -6.29 -7.36 -10 .56 1.56 -999 -999 -999 765.4 .8 -999 148 14.2
2016 9 25 18 -999 -999 925 -4.7 -44.85 61.9 59.2 11.28 105.4 140.5 -999 99.8 -999 -999 258.3 289.8 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 25 19 -999 -999 924 -4.5 -44.63 63.5 60.8 11.22 101.2 82.7 -999 59 -999 -999 260 290.6 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 25 20 -999 -999 925 -4.3 -44.47 61.8 59.3 10.15 98.9 50 -999 36 -999 -999 268 290.8 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 25 21 -999 -999 925 -3.89 -44.05 61.8 59.5 9.79 103.9 20.8 -999 14.9 -999 -999 286.4 293.4 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 25 22 -999 -999 924 -3.71 -43.87 61.8 59.6 9.41 105.5 1.9 -999 1.4 -999 -999 289.1 294 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 25 23 -999 -999 925 -3.79 -43.97 64.1 61.8 8.81 109 .1 -999 0 -999 -999 288.1 293.9 -999 -999 2.214 1.165 10.187 -999 -3.91 -4.38 -3.72 -4.66 -2.53 -6.3 -7.36 -9.99 .68 -.26 -999 -999 -999 757.9 .8 -999 135 13.34
2016 9 26 0 -999 -999 924 -3.39 -43.61 63.6 61.5 9.99 113 -.2 -999 0 -999 -999 287 295.2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 26 1 -999 -999 924 -3.59 -43.74 66.3 64.1 10.23 113.6 -.1 -999 -.2 -999 -999 293.7 295.3 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 26 2 -999 -999 923 -3.61 -43.8 67.1 64.8 10.62 113.3 0 -999 -.2 -999 -999 295.1 295.3 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 26 3 -999 -999 923 -3.73 -43.91 70.2 67.7 8.96 106.4 .1 -999 -.2 -999 -999 296.4 295.3 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 26 4 -999 -999 923 -3.65 -43.81 71.4 68.9 9.66 113 .5 -999 0 -999 -999 304.6 296.1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 26 5 -999 -999 923 -3.59 -43.75 71.1 68.7 9.12 109.8 .3 -999 -.3 -999 -999 303.9 296.4 -999 -999 2.236 1.168 10.196 -999 -3.94 -4.43 -3.76 -4.68 -2.54 -6.3 -7.35 -9.99 1.52 -.47 -999 -999 -999 772.7 .8 -999 131 12.78
2016 9 26 6 -999 -999 923 -3.75 -43.91 73.4 70.8 9.63 113.8 .3 -999 -.1 -999 -999 302.5 295.8 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 26 7 -999 -999 922 -4.13 -44.28 80.5 77.3 11.99 115.5 .1 -999 -.4 -999 -999 302.6 295 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 26 8 -999 -999 922 -4.57 -44.72 90.4 86.5 11.65 111.4 .1 -999 -.1 -999 -999 300 294.1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 26 9 -999 -999 922 -4.7 -44.88 96.8 92.5 12.56 111.4 .5 -999 .2 -999 -999 301.1 294 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 26 10 -999 -999 922 -4.65 -44.86 97.6 93.3 12.73 109.2 3.9 -999 2.8 -999 -999 301.3 294.2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 26 11 -999 -999 922 -4.75 -44.92 97.7 93.3 13.71 110.6 16.8 -999 12.5 -999 -999 301 294 -999 -999 2.258 1.17 10.195 -999 -3.98 -4.47 -3.8 -4.7 -2.54 -6.3 -7.35 -9.99 -.17 .27 -999 -999 -999 753.6 .8 -999 130 12.7
2016 9 26 12 -999 -999 921 -4.74 -44.93 94.4 90.2 13.46 107.6 36.8 -999 27.9 -999 -999 299.8 293.8 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 26 13 -999 -999 921 -4.91 -45.1 96.6 92.1 13.3 109.3 60.4 -999 46.1 -999 -999 298.5 293.3 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 26 14 -999 -999 921 -5.14 -45.31 99.9 95 14.38 111.9 86.6 -999 66.1 -999 -999 296.2 292.7 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 26 15 -999 -999 921 -5.3 -45.46 100.6 95.6 15.68 117.7 96.2 -999 73.4 -999 -999 295.4 292.1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 26 16 -999 -999 921 -5.21 -45.41 101.1 96.1 16.02 111.3 98 -999 75.4 -999 -999 294.9 292.3 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 26 17 -999 -999 920 -5.18 -45.35 101.6 96.6 16.15 109.7 88.8 -999 68.1 -999 -999 297.2 292.6 -999 -999 2.279 1.176 10.203 -999 -3.97 -4.5 -3.84 -4.71 -2.53 -6.29 -7.34 -9.98 3.05 -1.61 -999 -999 -999 767.5 .8 -999 134 12.96
2016 9 26 18 -999 -999 920 -5.33 -45.49 101.3 96.2 14.76 110.4 75.8 -999 58 -999 -999 294.7 291.9 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 26 19 -999 -999 920 -5.21 -45.4 101.6 96.6 15.27 111 50.5 -999 38.7 -999 -999 293.5 292.2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 26 20 -999 -999 920 -5.08 -45.29 101.8 96.9 14.99 110.2 29.5 -999 22.1 -999 -999 295.4 292.7 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 26 21 -999 -999 920 -5.04 -45.26 101.8 96.9 15.56 114.9 9.6 -999 7.2 -999 -999 295.7 292.8 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 26 22 -999 -999 -999 -4.97 -999 -999 96.9 14.46 107.7 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 26 23 -999 -999 -999 -4.94 -999 -999 96.7 14.08 109.7 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -3.99 -4.52 -3.86 -4.73 -2.56 -6.29 -7.33 -9.97 -999 -999 -999 -999 -999 755.2 .9 -999 134 12.69
2016 9 27 0 -999 -999 -999 -4.86 -999 -999 96.7 14.55 112.6 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 27 1 -999 -999 -999 -4.71 -999 -999 97.2 14.55 105.7 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 27 2 -999 -999 -999 -4.75 -999 -999 97.3 15.02 110.5 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 27 3 -999 -999 -999 -4.84 -999 -999 97 15.2 110.1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 27 4 -999 -999 -999 -4.8 -999 -999 97.2 14.7 106.1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 27 5 -999 -999 -999 -4.61 -999 -999 97.3 14.5 113.5 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -3.99 -4.54 -3.9 -4.75 -2.56 -6.3 -7.33 -9.97 -999 -999 -999 -999 -999 779.8 1 -999 133 12.67
2016 9 27 6 -999 -999 -999 -4.38 -999 -999 97.7 15.82 111.9 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 27 7 -999 -999 -999 -4.27 -999 -999 98.2 16.6 110.9 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 27 8 -999 -999 -999 -4.26 -999 -999 98.3 16.73 110.3 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 27 9 -999 -999 -999 -4.24 -999 -999 98.6 16.28 111.9 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 27 10 -999 -999 -999 -4.29 -999 -999 98.5 16.22 114.1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 27 11 -999 -999 -999 -4.36 -999 -999 98.2 15.92 109.7 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -3.99 -4.54 -3.92 -4.77 -2.57 -6.29 -7.33 -9.97 -999 -999 -999 -999 -999 767.1 .8 -999 135 12.68
2016 9 27 13 -999 -999 -999 -4.42 -999 -999 97.4 13.73 112.3 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 27 14 -999 -999 -999 -4.46 -999 -999 96.7 13.07 107.2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 27 16 -999 -999 -999 -4.27 -999 -999 96.7 13.59 106.8 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 27 17 -999 -999 -999 -4.17 -999 -999 96.3 13.2 104.9 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -3.98 -4.54 -3.93 -4.8 -2.58 -6.3 -7.32 -9.95 -999 -999 -999 -999 -999 760.6 .9 -999 128 12.97
2016 9 27 18 -999 -999 -999 -3.95 -999 -999 96.2 12.35 98.8 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 27 19 -999 -999 -999 -3.88 -999 -999 96 12.54 98.9 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 27 20 -999 -999 -999 -3.74 -999 -999 96.6 12.12 103.2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 27 21 -999 -999 -999 -3.71 -999 -999 96.9 11.4 103.3 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 27 22 -999 -999 -999 -3.75 -999 -999 96.8 11.41 96.7 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 27 23 -999 -999 -999 -3.84 -999 -999 96.2 10.89 94.6 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -3.98 -4.54 -3.96 -4.81 -2.58 -6.29 -7.32 -9.96 -999 -999 -999 -999 -999 766.9 .8 -999 122 12.68
2016 9 28 0 -999 -999 -999 -3.71 -999 -999 93.5 10.19 88.3 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 28 1 -999 -999 -999 -3.71 -999 -999 93.4 9.62 81 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 28 2 -999 -999 -999 -3.79 -999 -999 93.9 9.45 76.3 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 28 3 -999 -999 -999 -3.8 -999 -999 93.5 8.69 71.2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 28 4 -999 -999 -999 -3.51 -999 -999 92.4 7.85 77.3 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 28 5 -999 -999 -999 -3.68 -999 -999 92.9 7.77 70.6 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -3.97 -4.54 -3.98 -4.83 -2.59 -6.3 -7.31 -9.94 -999 -999 -999 -999 -999 772 1 -999 130 12.67
2016 9 28 6 -999 -999 -999 -3.68 -999 -999 92.7 7.36 73.9 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 28 7 -999 -999 -999 -3.7 -999 -999 92.2 6.57 75.1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 28 8 -999 -999 -999 -3.92 -999 -999 92.1 4.8 71.1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 28 9 -999 -999 -999 -4.25 -999 -999 94.8 4.74 66.8 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 28 10 -999 -999 -999 -4.81 -999 -999 94.8 5.14 66.8 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 28 11 -999 -999 -999 -5.35 -999 -999 91.6 6.29 65.3 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -3.95 -4.54 -3.99 -4.85 -2.6 -6.29 -7.31 -9.94 -999 -999 -999 -999 -999 760.7 .8 -999 131 12.7
2016 9 28 12 -999 -999 -999 -5.19 -999 -999 88.9 8.03 44.5 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 28 13 -999 -999 -999 -5.06 -999 -999 88.6 9.03 46.1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 28 14 -999 -999 -999 -5.45 -999 -999 85.9 7.5 57.2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 28 15 -999 -999 -999 -5.28 -999 -999 83.6 7.82 62.9 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 28 16 -999 -999 -999 -4.86 -999 -999 76 6.65 63 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 28 17 -999 -999 -999 -4.39 -999 -999 71.9 7.19 57.5 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -3.94 -4.53 -4 -4.85 -2.6 -6.3 -7.31 -9.93 -999 -999 -999 -999 -999 763.8 .8 -999 153 14.52
2016 9 28 18 -999 -999 -999 -4.65 -999 -999 73.4 7.91 43.5 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 28 19 -999 -999 -999 -5.45 -999 -999 75.1 7.84 63.8 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 28 20 -999 -999 -999 -6.63 -999 -999 75.3 6.23 61.4 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 28 21 -999 -999 -999 -7.16 -999 -999 76.3 6.6 51 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 28 22 -999 -999 -999 -7.56 -999 -999 76.8 7.49 59.7 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 28 23 -999 -999 -999 -6.66 -999 -999 74.5 8.24 61 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -3.93 -4.52 -4.01 -4.88 -2.62 -6.29 -7.3 -9.93 -999 -999 -999 -999 -999 757.8 .9 -999 145 13.47
2016 9 29 1 -999 -999 -999 -4.67 -999 -999 65.2 9.43 57.6 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 29 2 -999 -999 -999 -4.91 -999 -999 59.9 7.7 60 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 29 3 -999 -999 -999 -3.02 -999 -999 48.3 6.25 85.4 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 29 4 -999 -999 -999 .86 -999 26.8 26.8 3.46 78.7 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 29 5 -999 -999 -999 -2.4 -999 -999 35.6 4.57 65 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -3.93 -4.52 -4.02 -4.9 -2.63 -6.3 -7.3 -9.92 -999 -999 -999 -999 -999 769.8 .8 -999 130 12.87
2016 9 29 6 -999 -999 -999 -4.12 -999 -999 45.3 5.71 79.5 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
2016 9 29 8 -999 -999 -999 .04 -999 -999 31.6 3.01 94.1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
